origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
BRAINSPACE,Visitor's Hostel,26.8255576,1321.1026258,21.9525315,1369.8807149
BRAINSPACE,Hostel 8 - Sky Lark,26.8255576,510.9137189,45.4150378,583.1543143
BRAINSPACE,Mess - 6,26.8255576,653.161764,27.549603,707.5369246
BRAINSPACE,Football Ground,26.8255576,590.357667,88.5643572,705.7475818
BRAINSPACE,Security Office,26.8255576,1765.9393284,10.9264456,1803.6913316
BRAINSPACE,Apartment Tower (Upcoming),26.8255576,1445.7613046,27.3225963,1499.9094585
BRAINSPACE,Apartment Tower (Upcoming),26.8255576,1333.5454384,22.0237653,1382.3947612
BRAINSPACE,Duplex Houses - D-6 to D-10,26.8255576,1310.5029297,20.9601132,1358.2886005
BRAINSPACE,Duplex Houses - D-11 to D-12,26.8255576,1334.8532636,31.8424359,1393.521257
BRAINSPACE,Apartment Tower - B,26.8255576,1500.7144849,30.7412135,1558.281256
BRAINSPACE,Single Bed Residential Accomodation,26.8255576,1534.8335121,23.4941376,1585.1532073
BRAINSPACE,Electrical Sub Station - 1,26.8255576,1197.7143981,11.7785207,1236.3184764
BRAINSPACE,Electrical Sub Station - 2A,26.8255576,614.3845513,14.032155,655.2422638
BRAINSPACE,Electrical Sub Station - 2,26.8255576,841.5784229,33.5122027,901.9161832
BRAINSPACE,Institute Works Department,26.8255576,632.9905878,31.6858861,691.5020315
Hostel 5 - CRANE,BRAINSPACE,47.5489897,62.9015499,26.8255576,137.2760971
Hostel 5 - CRANE,Hostel 5 - CRANE,0.0,0.0,0.0,0.0
Hostel 5 - CRANE,Hostel 1 - HAWK,47.5489897,338.8307999,35.1058881,421.4856777
Hostel 5 - CRANE,Hostel 2 - EAGLE,47.5489897,824.7393686,38.1097472,910.3981054
Hostel 5 - CRANE,Hostel 3 - SILVERBILL,47.5489897,81.4141201,43.6741535,172.6372632
Hostel 5 - CRANE,Hostel 6 - SWAN,47.5489897,112.7418791,33.3299605,193.6208293
Hostel 5 - CRANE,Hostel 7 - SUNBIRD,47.5489897,194.4597069,33.3777019,275.3863984
Hostel 5 - CRANE,Mess - 2,47.5489897,859.1625743,50.5392008,957.2507647
Hostel 5 - CRANE,Apartment Tower - E,47.5489897,1614.6044417,21.3582122,1683.5116435
Hostel 5 - CRANE,Apartment Tower - A,47.5489897,1440.497029,29.0467884,1517.092807
Hostel 5 - CRANE,Director's Residence,47.5489897,1119.3215002,27.4509154,1194.3214052
Hostel 5 - CRANE,Duplex Houses - D-1 to D-5,47.5489897,1253.3385364,20.1582429,1321.0457689
Hostel 5 - CRANE,Athletic Track,47.5489897,333.1784423,86.0505271,466.777959
Hostel 5 - CRANE,Mess - 1,47.5489897,356.9689575,23.2313424,427.7492895
Hostel 5 - CRANE,Mess - 3,47.5489897,19.2777151,24.9175509,91.7442556
Hostel 5 - CRANE,Mess - 4,47.5489897,157.2888827,28.3024783,233.1403507
Hostel 5 - CRANE,Cricket Ground,47.5489897,126.1244824,80.7553926,254.4288647
Hostel 5 - CRANE,Ideation Hut,47.5489897,19.9131849,18.8062422,86.2684167
Hostel 5 - CRANE,Infinity - AB1,47.5489897,1014.5510632,22.1618907,1084.2619436
Hostel 5 - CRANE,Elements - AB2,47.5489897,964.803122,28.9748167,1041.3269283
Hostel 5 - CRANE,Elements - A02,47.5489897,936.779004,11.2298323,995.5578259
Hostel 5 - CRANE,Elements - AB2,47.5489897,915.4963856,10.682756,973.7281312
Hostel 5 - CRANE,Elements - A02,47.5489897,945.1962884,7.5961936,1000.3414717
Hostel 5 - CRANE,Cell - A03,47.5489897,766.0827161,25.1442028,838.7759085
Hostel 5 - CRANE,Cell - A03,47.5489897,840.8091644,15.4553472,903.8135013
Hostel 5 - CRANE,Cell - A03,47.5489897,945.2857894,16.4406819,1009.2754609
Hostel 5 - CRANE,4D - AB4,47.5489897,1093.3215754,28.0521064,1168.9226715
Hostel 5 - CRANE,Therm - A05,47.5489897,1151.6830986,23.9317012,1223.1637895
Hostel 5 - CRANE,Gravity - AB6,47.5489897,1025.0734811,9.3493347,1081.9718054
Hostel 5 - CRANE,Binary - AB6,47.5489897,1014.5510632,15.5685895,1077.6686424
Hostel 5 - CRANE,Library - Lumen - A08,47.5489897,957.6843766,24.7871132,1030.0204794
Hostel 5 - CRANE,Cafe Coffee Day,47.5489897,795.2634124,9.5828277,852.3952298
Hostel 5 - CRANE,Plasma - A09,47.5489897,1099.1681805,24.0064437,1170.7236138
Hostel 5 - CRANE,Lecture Hall Complex (LHC) Ensemble - A10,47.5489897,798.5802442,43.6996565,889.8288904
Hostel 5 - CRANE,LHC Cafetaria,47.5489897,861.9467988,14.1877749,923.6835633
Hostel 5 - CRANE,Fly facility - A11,47.5489897,716.3793334,8.2641139,772.192437
Hostel 5 - CRANE,Animal Facility - A12,47.5489897,708.8861417,16.3949538,772.8300852
Hostel 5 - CRANE,Solvent Store - A13,47.5489897,936.024016,14.5041642,998.0771699
Hostel 5 - CRANE,Liquid Nitrogen Plant - A14,47.5489897,902.7193203,10.6737646,960.9420745
Hostel 5 - CRANE,BSL - 3,47.5489897,1194.6251947,15.4707201,1257.6449045
Hostel 5 - CRANE,Rock Cutting Facilities,47.5489897,751.3445407,11.3319089,810.2254393
Hostel 5 - CRANE,Elements Extension (Proposed),47.5489897,959.6902332,19.3798498,1026.6190726
Hostel 5 - CRANE,Badminton Hall,47.5489897,538.9760798,31.1294968,617.6545662
Hostel 5 - CRANE,Hostel 9 - Flamingo (Proposed),47.5489897,526.622121,42.759123,616.9302337
Hostel 5 - CRANE,Mess - 5,47.5489897,606.5331927,24.6081545,678.6903369
Hostel 5 - CRANE,Student Activity Center,47.5489897,232.2170605,12.6825019,292.448552
Hostel 5 - CRANE,Open Stage,47.5489897,290.2274518,13.7327478,351.5091893
Hostel 5 - CRANE,Tennis and Badminton Court,47.5489897,292.5698293,19.4034483,359.5222672
Hostel 5 - CRANE,Sports Complex,47.5489897,271.1240566,43.5199927,362.1930389
Hostel 5 - CRANE,Institute Club & Creché,47.5489897,1401.8346334,28.7079374,1478.0915604
Hostel 5 - CRANE,Community Center,47.5489897,1443.9338491,29.3761025,1520.8589412
Hostel 5 - CRANE,Shopping Center,47.5489897,1043.292182,32.0408062,1122.8819779
Hostel 5 - CRANE,Visitor's Hostel,47.5489897,1258.2010759,21.9525315,1327.702597
Hostel 5 - CRANE,Hostel 8 - Sky Lark,47.5489897,448.012169,45.4150378,540.9761965
Hostel 5 - CRANE,Mess - 6,47.5489897,590.2602141,27.549603,665.3588067
Hostel 5 - CRANE,Football Ground,47.5489897,527.4561171,88.5643572,663.569464
Hostel 5 - CRANE,Security Office,47.5489897,1703.0377785,10.9264456,1761.5132138
Hostel 5 - CRANE,Apartment Tower (Upcoming),47.5489897,1382.8597547,27.3225963,1457.7313407
Hostel 5 - CRANE,Apartment Tower (Upcoming),47.5489897,1270.6438885,22.0237653,1340.2166434
Hostel 5 - CRANE,Duplex Houses - D-6 to D-10,47.5489897,1247.6013798,20.9601132,1316.1104827
Hostel 5 - CRANE,Duplex Houses - D-11 to D-12,47.5489897,1271.9517137,31.8424359,1351.3431392
Hostel 5 - CRANE,Apartment Tower - B,47.5489897,1437.812935,30.7412135,1516.1031381
Hostel 5 - CRANE,Single Bed Residential Accomodation,47.5489897,1471.9319622,23.4941376,1542.9750894
Hostel 5 - CRANE,Electrical Sub Station - 1,47.5489897,1134.8128482,11.7785207,1194.1403585
Hostel 5 - CRANE,Electrical Sub Station - 2A,47.5489897,551.4830014,14.032155,613.064146
Hostel 5 - CRANE,Electrical Sub Station - 2,47.5489897,778.676873,33.5122027,859.7380654
Hostel 5 - CRANE,Institute Works Department,47.5489897,570.0890379,31.6858861,649.3239136
Hostel 1 - HAWK,BRAINSPACE,35.1058881,401.7323498,26.8255576,463.6637955
Hostel 1 - HAWK,Hostel 5 - CRANE,35.1058881,338.8307999,47.5489897,421.4856777
Hostel 1 - HAWK,Hostel 1 - HAWK,0.0,0.0,0.0,0.0
Hostel 1 - HAWK,Hostel 2 - EAGLE,35.1058881,540.2896339,38.1097472,613.5052692
Hostel 1 - HAWK,Hostel 3 - SILVERBILL,35.1058881,420.24492,43.6741535,499.0249616
Hostel 1 - HAWK,Hostel 6 - SWAN,35.1058881,415.3774049,33.3299605,483.8132536
Hostel 1 - HAWK,Hostel 7 - SUNBIRD,35.1058881,441.9335815,33.3777019,510.4171715
Hostel 1 - HAWK,Mess - 2,35.1058881,574.7128396,50.5392008,660.3579285
Hostel 1 - HAWK,Apartment Tower - E,35.1058881,1330.154707,21.3582122,1386.6188073
Hostel 1 - HAWK,Apartment Tower - A,35.1058881,1156.0472943,29.0467884,1220.1999708
Hostel 1 - HAWK,Director's Residence,35.1058881,834.8717655,27.4509154,897.428569
Hostel 1 - HAWK,Duplex Houses - D-1 to D-5,35.1058881,968.8888016,20.1582429,1024.1529327
Hostel 1 - HAWK,Athletic Track,35.1058881,201.2067276,86.0505271,322.3631427
Hostel 1 - HAWK,Mess - 1,35.1058881,97.3603449,23.2313424,155.6975755
Hostel 1 - HAWK,Mess - 3,35.1058881,358.108515,24.9175509,418.131954
Hostel 1 - HAWK,Mess - 4,35.1058881,459.9244086,28.3024783,523.332775
Hostel 1 - HAWK,Cricket Ground,35.1058881,428.7600082,80.7553926,544.621289
Hostel 1 - HAWK,Ideation Hut,35.1058881,318.917615,18.8062422,372.8297453
Hostel 1 - HAWK,Infinity - AB1,35.1058881,730.1013285,22.1618907,787.3691074
Hostel 1 - HAWK,Elements - AB2,35.1058881,680.3533873,28.9748167,744.434092
Hostel 1 - HAWK,Elements - A02,35.1058881,652.3292693,11.2298323,698.6649897
Hostel 1 - HAWK,Elements - AB2,35.1058881,631.0466509,10.682756,676.835295
Hostel 1 - HAWK,Elements - A02,35.1058881,660.7465537,7.5961936,703.4486355
Hostel 1 - HAWK,Cell - A03,35.1058881,481.6329814,25.1442028,541.8830723
Hostel 1 - HAWK,Cell - A03,35.1058881,556.3594297,15.4553472,606.9206651
Hostel 1 - HAWK,Cell - A03,35.1058881,660.8360547,16.4406819,712.3826247
Hostel 1 - HAWK,4D - AB4,35.1058881,808.8718407,28.0521064,872.0298352
Hostel 1 - HAWK,Therm - A05,35.1058881,867.2333639,23.9317012,926.2709532
Hostel 1 - HAWK,Gravity - AB6,35.1058881,740.6237464,9.3493347,785.0789692
Hostel 1 - HAWK,Binary - AB6,35.1058881,730.1013285,15.5685895,780.7758062
Hostel 1 - HAWK,Library - Lumen - A08,35.1058881,673.2346419,24.7871132,733.1276432
Hostel 1 - HAWK,Cafe Coffee Day,35.1058881,510.8136777,9.5828277,555.5023936
Hostel 1 - HAWK,Plasma - A09,35.1058881,814.7184458,24.0064437,873.8307775
Hostel 1 - HAWK,Lecture Hall Complex (LHC) Ensemble - A10,35.1058881,514.1305095,43.6996565,592.9360541
Hostel 1 - HAWK,LHC Cafetaria,35.1058881,577.4970641,14.1877749,626.7907271
Hostel 1 - HAWK,Fly facility - A11,35.1058881,431.9295987,8.2641139,475.2996007
Hostel 1 - HAWK,Animal Facility - A12,35.1058881,424.436407,16.3949538,475.937249
Hostel 1 - HAWK,Solvent Store - A13,35.1058881,651.5742813,14.5041642,701.1843337
Hostel 1 - HAWK,Liquid Nitrogen Plant - A14,35.1058881,618.2695856,10.6737646,664.0492383
Hostel 1 - HAWK,BSL - 3,35.1058881,910.17546,15.4707201,960.7520682
Hostel 1 - HAWK,Rock Cutting Facilities,35.1058881,466.894806,11.3319089,513.3326031
Hostel 1 - HAWK,Elements Extension (Proposed),35.1058881,675.2404985,19.3798498,729.7262364
Hostel 1 - HAWK,Badminton Hall,35.1058881,676.8502785,31.1294968,743.0856634
Hostel 1 - HAWK,Hostel 9 - Flamingo (Proposed),35.1058881,242.1723863,42.759123,320.0373974
Hostel 1 - HAWK,Mess - 5,35.1058881,744.4073915,24.6081545,804.1214341
Hostel 1 - HAWK,Student Activity Center,35.1058881,222.32324,12.6825019,270.11163
Hostel 1 - HAWK,Open Stage,35.1058881,239.7500865,13.7327478,288.5887224
Hostel 1 - HAWK,Tennis and Badminton Court,35.1058881,430.444028,19.4034483,484.9533644
Hostel 1 - HAWK,Sports Complex,35.1058881,258.8534817,43.5199927,337.4793625
Hostel 1 - HAWK,Institute Club & Creché,35.1058881,1117.3848987,28.7079374,1181.1987242
Hostel 1 - HAWK,Community Center,35.1058881,1159.4841144,29.3761025,1223.966105
Hostel 1 - HAWK,Shopping Center,35.1058881,758.8424473,32.0408062,825.9891416
Hostel 1 - HAWK,Visitor's Hostel,35.1058881,973.7513412,21.9525315,1030.8097608
Hostel 1 - HAWK,Hostel 8 - Sky Lark,35.1058881,585.8863678,45.4150378,666.4072937
Hostel 1 - HAWK,Mess - 6,35.1058881,728.1344128,27.549603,790.7899039
Hostel 1 - HAWK,Football Ground,35.1058881,243.0063824,88.5643572,366.6766278
Hostel 1 - HAWK,Security Office,35.1058881,1418.5880438,10.9264456,1464.6203775
Hostel 1 - HAWK,Apartment Tower (Upcoming),35.1058881,1098.41002,27.3225963,1160.8385045
Hostel 1 - HAWK,Apartment Tower (Upcoming),35.1058881,986.1941538,22.0237653,1043.3238072
Hostel 1 - HAWK,Duplex Houses - D-6 to D-10,35.1058881,963.1516451,20.9601132,1019.2176464
Hostel 1 - HAWK,Duplex Houses - D-11 to D-12,35.1058881,987.501979,31.8424359,1054.4503029
Hostel 1 - HAWK,Apartment Tower - B,35.1058881,1153.3632003,30.7412135,1219.2103019
Hostel 1 - HAWK,Single Bed Residential Accomodation,35.1058881,1187.4822275,23.4941376,1246.0822532
Hostel 1 - HAWK,Electrical Sub Station - 1,35.1058881,850.3631135,11.7785207,897.2475223
Hostel 1 - HAWK,Electrical Sub Station - 2A,35.1058881,267.0332667,14.032155,316.1713098
Hostel 1 - HAWK,Electrical Sub Station - 2,35.1058881,494.2271383,33.5122027,562.8452292
Hostel 1 - HAWK,Institute Works Department,35.1058881,285.6393032,31.6858861,352.4310774
Hostel 2 - EAGLE,BRAINSPACE,38.1097472,887.6409185,26.8255576,952.5762233
Hostel 2 - EAGLE,Hostel 5 - CRANE,38.1097472,824.7393686,47.5489897,910.3981054
Hostel 2 - EAGLE,Hostel 1 - HAWK,38.1097472,540.2896339,35.1058881,613.5052692
Hostel 2 - EAGLE,Hostel 2 - EAGLE,0.0,0.0,0.0,0.0
Hostel 2 - EAGLE,Hostel 3 - SILVERBILL,38.1097472,906.1534887,43.6741535,987.9373894
Hostel 2 - EAGLE,Hostel 6 - SWAN,38.1097472,875.6258384,33.3299605,947.0655461
Hostel 2 - EAGLE,Hostel 7 - SUNBIRD,38.1097472,786.4930682,33.3777019,857.9805172
Hostel 2 - EAGLE,Mess - 2,38.1097472,34.4232057,50.5392008,123.0721536
Hostel 2 - EAGLE,Apartment Tower - E,38.1097472,1440.8574793,21.3582122,1500.3254386
Hostel 2 - EAGLE,Apartment Tower - A,38.1097472,1266.7500666,29.0467884,1333.9066021
Hostel 2 - EAGLE,Director's Residence,38.1097472,945.5745378,27.4509154,1011.1352003
Hostel 2 - EAGLE,Duplex Houses - D-1 to D-5,38.1097472,1079.5915739,20.1582429,1137.859564
Hostel 2 - EAGLE,Athletic Track,38.1097472,545.7662142,86.0505271,669.9264885
Hostel 2 - EAGLE,Mess - 1,38.1097472,583.2689136,23.2313424,644.6100032
Hostel 2 - EAGLE,Mess - 3,38.1097472,844.0170837,24.9175509,907.0443817
Hostel 2 - EAGLE,Mess - 4,38.1097472,835.3519983,28.3024783,901.7642238
Hostel 2 - EAGLE,Cricket Ground,38.1097472,814.3445752,80.7553926,933.209715
Hostel 2 - EAGLE,Ideation Hut,38.1097472,804.8261837,18.8062422,861.742173
Hostel 2 - EAGLE,Infinity - AB1,38.1097472,840.8041008,22.1618907,901.0757387
Hostel 2 - EAGLE,Elements - AB2,38.1097472,791.0561595,28.9748167,858.1407233
Hostel 2 - EAGLE,Elements - A02,38.1097472,763.0320415,11.2298323,812.371621
Hostel 2 - EAGLE,Elements - AB2,38.1097472,741.7494231,10.682756,790.5419263
Hostel 2 - EAGLE,Elements - A02,38.1097472,771.449326,7.5961936,817.1552668
Hostel 2 - EAGLE,Cell - A03,38.1097472,706.057867,25.1442028,769.3118169
Hostel 2 - EAGLE,Cell - A03,38.1097472,780.7843153,15.4553472,834.3494097
Hostel 2 - EAGLE,Cell - A03,38.1097472,885.2609403,16.4406819,939.8113693
Hostel 2 - EAGLE,4D - AB4,38.1097472,926.8272755,28.0521064,992.989129
Hostel 2 - EAGLE,Therm - A05,38.1097472,985.1887986,23.9317012,1047.2302471
Hostel 2 - EAGLE,Gravity - AB6,38.1097472,851.3265186,9.3493347,898.7856005
Hostel 2 - EAGLE,Binary - AB6,38.1097472,840.8041008,15.5685895,894.4824375
Hostel 2 - EAGLE,Library - Lumen - A08,38.1097472,783.9374141,24.7871132,846.8342745
Hostel 2 - EAGLE,Cafe Coffee Day,38.1097472,621.51645,9.5828277,669.2090249
Hostel 2 - EAGLE,Plasma - A09,38.1097472,925.421218,24.0064437,987.5374089
Hostel 2 - EAGLE,Lecture Hall Complex (LHC) Ensemble - A10,38.1097472,624.8332818,43.6996565,706.6426855
Hostel 2 - EAGLE,LHC Cafetaria,38.1097472,707.5758521,14.1877749,759.8733741
Hostel 2 - EAGLE,Fly facility - A11,38.1097472,656.3544843,8.2641139,702.7283454
Hostel 2 - EAGLE,Animal Facility - A12,38.1097472,648.8612926,16.3949538,703.3659936
Hostel 2 - EAGLE,Solvent Store - A13,38.1097472,875.9991669,14.5041642,928.6130783
Hostel 2 - EAGLE,Liquid Nitrogen Plant - A14,38.1097472,842.6944712,10.6737646,891.4779829
Hostel 2 - EAGLE,BSL - 3,38.1097472,1134.6003456,15.4707201,1188.1808129
Hostel 2 - EAGLE,Rock Cutting Facilities,38.1097472,691.3196916,11.3319089,740.7613477
Hostel 2 - EAGLE,Elements Extension (Proposed),38.1097472,899.6653841,19.3798498,957.154981
Hostel 2 - EAGLE,Badminton Hall,38.1097472,457.6131263,31.1294968,526.8523702
Hostel 2 - EAGLE,Hostel 9 - Flamingo (Proposed),38.1097472,466.5972719,42.759123,547.4661421
Hostel 2 - EAGLE,Mess - 5,38.1097472,390.0560133,24.6081545,452.773915
Hostel 2 - EAGLE,Student Activity Center,38.1097472,642.3199645,12.6825019,693.1122135
Hostel 2 - EAGLE,Open Stage,38.1097472,584.3095731,13.7327478,636.1520681
Hostel 2 - EAGLE,Tennis and Badminton Court,38.1097472,704.0193768,19.4034483,761.5325722
Hostel 2 - EAGLE,Sports Complex,38.1097472,603.4129684,43.5199927,685.0427082
Hostel 2 - EAGLE,Institute Club & Creché,38.1097472,1228.087671,28.7079374,1294.9053555
Hostel 2 - EAGLE,Community Center,38.1097472,1270.1868866,29.3761025,1337.6727363
Hostel 2 - EAGLE,Shopping Center,38.1097472,869.5452196,32.0408062,939.6957729
Hostel 2 - EAGLE,Visitor's Hostel,38.1097472,1084.4541135,21.9525315,1144.5163921
Hostel 2 - EAGLE,Hostel 8 - Sky Lark,38.1097472,548.577037,45.4150378,632.101822
Hostel 2 - EAGLE,Mess - 6,38.1097472,486.4540597,27.549603,552.1134099
Hostel 2 - EAGLE,Football Ground,38.1097472,467.431268,88.5643572,594.1053724
Hostel 2 - EAGLE,Security Office,38.1097472,1529.2908161,10.9264456,1578.3270089
Hostel 2 - EAGLE,Apartment Tower (Upcoming),38.1097472,1209.1127923,27.3225963,1274.5451358
Hostel 2 - EAGLE,Apartment Tower (Upcoming),38.1097472,1096.896926,22.0237653,1157.0304385
Hostel 2 - EAGLE,Duplex Houses - D-6 to D-10,38.1097472,1073.8544174,20.9601132,1132.9242777
Hostel 2 - EAGLE,Duplex Houses - D-11 to D-12,38.1097472,1098.2047512,31.8424359,1168.1569343
Hostel 2 - EAGLE,Apartment Tower - B,38.1097472,1264.0659725,30.7412135,1332.9169332
Hostel 2 - EAGLE,Single Bed Residential Accomodation,38.1097472,1298.1849998,23.4941376,1359.7888845
Hostel 2 - EAGLE,Electrical Sub Station - 1,38.1097472,961.0658858,11.7785207,1010.9541536
Hostel 2 - EAGLE,Electrical Sub Station - 2A,38.1097472,273.2563672,14.032155,325.3982694
Hostel 2 - EAGLE,Electrical Sub Station - 2,38.1097472,604.9299106,33.5122027,676.5518605
Hostel 2 - EAGLE,Institute Works Department,38.1097472,396.3420755,31.6858861,466.1377087
Hostel 3 - SILVERBILL,BRAINSPACE,43.6741535,35.0252079,26.8255576,105.524919
Hostel 3 - SILVERBILL,Hostel 5 - CRANE,43.6741535,81.4141201,47.5489897,172.6372632
Hostel 3 - SILVERBILL,Hostel 1 - HAWK,43.6741535,420.24492,35.1058881,499.0249616
Hostel 3 - SILVERBILL,Hostel 2 - EAGLE,43.6741535,906.1534887,38.1097472,987.9373894
Hostel 3 - SILVERBILL,Hostel 3 - SILVERBILL,0.0,0.0,0.0,0.0
Hostel 3 - SILVERBILL,Hostel 6 - SWAN,43.6741535,194.1559992,33.3299605,271.1601132
Hostel 3 - SILVERBILL,Hostel 7 - SUNBIRD,43.6741535,275.873827,33.3777019,352.9256823
Hostel 3 - SILVERBILL,Mess - 2,43.6741535,940.5766944,50.5392008,1034.7900486
Hostel 3 - SILVERBILL,Apartment Tower - E,43.6741535,1696.0185618,21.3582122,1761.0509274
Hostel 3 - SILVERBILL,Apartment Tower - A,43.6741535,1521.9111491,29.0467884,1594.632091
Hostel 3 - SILVERBILL,Director's Residence,43.6741535,1200.7356203,27.4509154,1271.8606892
Hostel 3 - SILVERBILL,Duplex Houses - D-1 to D-5,43.6741535,1334.7526565,20.1582429,1398.5850528
Hostel 3 - SILVERBILL,Athletic Track,43.6741535,414.5925624,86.0505271,544.317243
Hostel 3 - SILVERBILL,Mess - 1,43.6741535,438.3830776,23.2313424,505.2885735
Hostel 3 - SILVERBILL,Mess - 3,43.6741535,75.6499578,24.9175509,144.2416621
Hostel 3 - SILVERBILL,Mess - 4,43.6741535,238.7030028,28.3024783,310.6796346
Hostel 3 - SILVERBILL,Cricket Ground,43.6741535,207.5386025,80.7553926,331.9681486
Hostel 3 - SILVERBILL,Ideation Hut,43.6741535,101.327305,18.8062422,163.8077006
Hostel 3 - SILVERBILL,Infinity - AB1,43.6741535,1095.9651834,22.1618907,1161.8012276
Hostel 3 - SILVERBILL,Elements - AB2,43.6741535,1046.2172421,28.9748167,1118.8662122
Hostel 3 - SILVERBILL,Elements - A02,43.6741535,1018.1931241,11.2298323,1073.0971098
Hostel 3 - SILVERBILL,Elements - AB2,43.6741535,996.9105057,10.682756,1051.2674151
Hostel 3 - SILVERBILL,Elements - A02,43.6741535,1026.6104086,7.5961936,1077.8807556
Hostel 3 - SILVERBILL,Cell - A03,43.6741535,847.4968362,25.1442028,916.3151925
Hostel 3 - SILVERBILL,Cell - A03,43.6741535,922.2232845,15.4553472,981.3527852
Hostel 3 - SILVERBILL,Cell - A03,43.6741535,1026.6999095,16.4406819,1086.8147449
Hostel 3 - SILVERBILL,4D - AB4,43.6741535,1174.7356955,28.0521064,1246.4619554
Hostel 3 - SILVERBILL,Therm - A05,43.6741535,1233.0972187,23.9317012,1300.7030734
